player_name,format,country,matches_played,batting_innings,not_outs,runs_scored,highest_score,batting_average,balls_faced,batting_strike_rate,hundreds,fifties,overs_bowled,wickets,bowling_average,economy_rate,bowling_strike_rate,label
D W Fleming,test,Australia,20,0,3,305,71,19.06,583,52.32,0,2,688.2,75,25.89,2.82,55.05,Bowler
E W Freeman,test,Australia,11,0,0,345,76,19.17,0,0.0,0,2,363.8,34,33.18,3.1,64.21,Bowler
T W Garrett,test,Australia,19,0,6,339,51,12.56,0,0.0,0,1,454.7,36,26.94,2.13,75.78,Bowler
D R A Gehrs,test,Australia,6,0,0,221,67,20.09,0,0.0,0,2,1.0,0,0.0,4.0,0.0,Batsman
G Giffen,test,Australia,31,0,0,1238,161,23.36,0,0.0,1,6,1065.2,103,27.1,2.62,62.05,All-Rounder
D R Gilbert,test,Australia,9,0,4,57,15,7.13,298,19.13,0,0,274.5,16,52.69,3.07,102.94,Bowler
A C Gilchrist,test,Australia,96,0,20,5570,204,47.61,6796,81.96,17,26,0.0,0,47.61,0.0,0.0,Batsman
J N Gillespie,test,Australia,71,0,28,1218,201,18.74,3809,31.98,1,2,2372.3,259,26.14,2.85,54.96,All-Rounder
G J Gilmour,test,Australia,15,0,1,483,101,23.0,708,68.22,1,3,443.5,54,26.04,3.17,49.28,Bowler
J W Gleeson,test,Australia,29,0,8,395,45,10.39,0,0.0,0,0,1476.2,93,36.2,2.28,95.24,Bowler
H Graham,test,Australia,6,0,0,301,107,30.1,0,0.0,2,0,0.0,0,30.1,0.0,0.0,Batsman
C Green*,test,Australia,37,0,6,1736,174,32.75,3512,49.43,2,7,426.8,39,38.97,3.56,65.67,Batsman
J M Gregory,test,Australia,24,0,3,1146,119,36.97,0,0.0,2,7,930.3,85,31.15,2.85,65.67,All-Rounder
S E Gregory,test,Australia,58,0,7,2282,201,24.54,0,0.0,4,8,5.0,0,0.0,6.6,0.0,Batsman
C V Grimmett,test,Australia,37,0,10,557,50,13.93,0,0.0,0,1,2418.8,216,24.22,2.16,67.19,Bowler
A T W Grout,test,Australia,51,0,8,890,74,15.08,0,0.0,0,3,0.0,0,15.08,0.0,0.0,Batsman
B J Haddin,test,Australia,66,0,13,3266,169,32.99,5587,58.46,4,18,0.0,0,32.99,0.0,0.0,Batsman
J R Hammond,test,Australia,5,0,2,28,19,9.33,0,0.0,0,0,171.8,15,32.53,2.84,68.73,Bowler
P S P Handscomb,test,Australia,20,0,6,1079,110,37.21,2234,48.3,2,5,0.0,0,37.21,0.0,0.0,Batsman
M S Harris,test,Australia,14,0,2,607,79,25.29,1322,45.92,0,3,0.0,0,25.29,0.0,0.0,Batsman
R J Harris,test,Australia,27,0,11,603,74,21.54,955,63.14,0,3,956.0,113,23.52,2.78,50.76,Bowler
R N Harvey,test,Australia,79,0,10,6149,205,48.42,0,0.0,21,24,69.0,3,40.0,1.74,138.0,Batsman
A L Hassett,test,Australia,43,0,3,3073,198,46.56,0,0.0,10,11,18.5,0,0.0,4.22,0.0,Batsman
N M Hauritz,test,Australia,17,0,7,426,75,25.06,854,49.88,0,2,700.0,63,34.98,3.15,66.67,Bowler
N J N Hawke,test,Australia,27,0,15,365,45,16.59,0,0.0,0,0,1162.3,91,29.42,2.3,76.64,Bowler
M L Hayden,test,Australia,103,0,14,8625,380,50.74,14349,60.11,30,29,9.0,0,0.0,4.44,0.0,Batsman
J R Hazlewood*,test,Australia,76,0,47,565,39,11.53,1281,44.11,0,0,2570.5,295,24.22,2.78,52.28,Bowler
G R Hazlitt,test,Australia,9,0,4,89,34,11.13,0,0.0,0,0,260.5,23,27.09,2.39,67.96,Bowler
T M Head*,test,Australia,65,0,6,4592,175,43.73,6576,69.83,12,20,169.8,16,39.69,3.74,63.69,Batsman
I A Healy,test,Australia,119,0,23,4356,161,27.4,8760,49.73,4,22,0.0,0,27.4,0.0,0.0,Batsman
H S T Hendry,test,Australia,11,0,2,335,112,20.94,0,0.0,1,0,284.3,16,40.0,2.25,106.63,Batsman
J D Higgs,test,Australia,22,0,16,111,16,5.55,0,0.0,0,0,792.0,66,31.17,2.6,72.0,Bowler
A M J Hilditch,test,Australia,18,0,0,1073,119,31.56,2477,43.32,2,6,0.0,0,31.56,0.0,0.0,Batsman
B W Hilfenhaus,test,Australia,27,0,12,355,56,13.65,655,54.2,0,1,1013.0,99,28.51,2.79,61.39,Bowler
C Hill,test,Australia,49,0,2,3412,191,39.22,0,0.0,7,19,0.0,0,39.22,0.0,0.0,Batsman
B J Hodge,test,Australia,6,0,2,503,203,55.89,965,52.12,1,2,2.0,0,0.0,4.0,0.0,Batsman
T G Hogan,test,Australia,7,0,1,205,42,18.64,486,42.18,0,0,239.3,15,47.07,2.95,95.73,Bowler
G B Hogg,test,Australia,7,0,3,186,79,26.57,376,49.47,0,1,254.0,17,54.88,3.67,89.65,Bowler
R M Hogg,test,Australia,38,0,13,439,52,9.76,1440,30.49,0,1,1272.2,123,28.48,2.75,62.06,Bowler
T V Hohns,test,Australia,7,0,1,136,40,22.67,324,41.98,0,0,254.7,17,34.12,2.28,89.88,Bowler
G B Hole,test,Australia,18,0,2,789,66,25.45,0,0.0,0,6,66.3,3,42.0,1.9,132.67,Batsman
R G Holland,test,Australia,11,0,4,35,10,3.18,165,21.21,0,0,481.5,34,39.76,2.81,84.97,Bowler
D W Hookes,test,Australia,23,0,3,1306,143,34.37,2276,57.38,1,8,16.0,1,41.0,2.56,96.0,Batsman
A J Y Hopkins,test,Australia,20,0,2,509,43,16.42,0,0.0,0,0,221.2,26,26.77,3.15,51.04,Bowler
T P Horan,test,Australia,15,0,2,471,124,18.84,0,0.0,1,1,62.2,11,13.0,2.3,33.91,Batsman
H V Hordern,test,Australia,7,0,2,254,50,23.09,713,35.62,0,1,358.0,46,23.37,3.0,46.7,Bowler
P M Hornibrook,test,Australia,6,0,1,60,26,10.0,305,19.67,0,0,263.2,17,39.06,2.52,92.88,Bowler
W P Howell,test,Australia,18,0,6,158,35,7.52,0,0.0,0,0,648.7,49,28.71,2.17,79.43,Bowler
K J Hughes,test,Australia,70,0,6,4415,213,37.42,10318,42.79,9,22,14.2,0,0.0,1.98,0.0,Batsman
M G Hughes,test,Australia,53,0,8,1032,72,16.65,2233,46.22,0,2,2047.5,212,28.38,2.94,57.95,All-Rounder
P J Hughes,test,Australia,26,0,2,1535,160,32.66,2866,53.56,3,7,0.0,0,32.66,0.0,0.0,Batsman
A G Hurst,test,Australia,12,0,3,102,26,6.0,196,52.04,0,0,509.0,43,27.91,2.36,71.02,Bowler
M E K Hussey,test,Australia,79,0,16,6235,195,51.53,12438,50.13,19,29,98.0,7,43.71,3.12,84.0,Batsman
J P Inglis*,test,Australia,5,0,0,184,102,26.29,228,80.7,1,0,0.0,0,26.29,0.0,0.0,Batsman
R J Inverarity,test,Australia,6,0,1,174,56,17.4,0,0.0,0,1,62.0,4,23.25,1.5,93.0,Batsman
F A Iredale,test,Australia,14,0,1,807,140,36.68,0,0.0,2,4,2.0,0,0.0,1.5,0.0,Batsman
H Ironmonger,test,Australia,14,0,5,42,12,2.63,0,0.0,0,0,782.5,74,17.97,1.7,63.45,Bowler
J B Iverson,test,Australia,5,0,3,3,1,0.75,0,0.0,0,0,184.7,21,15.24,1.73,52.76,Bowler
A A Jackson,test,Australia,8,0,1,474,164,47.4,0,0.0,1,2,0.0,0,47.4,0.0,0.0,Batsman
P A Jaques,test,Australia,11,0,0,902,150,47.47,1663,54.24,3,6,0.0,0,47.47,0.0,0.0,Batsman
B N Jarman,test,Australia,19,0,3,400,78,14.81,0,0.0,0,2,0.0,0,14.81,0.0,0.0,Batsman
A H Jarvis,test,Australia,11,0,3,303,82,16.83,0,0.0,0,1,0.0,0,16.83,0.0,0.0,Batsman
T J Jenner,test,Australia,9,0,5,208,74,23.11,0,0.0,0,1,313.5,24,31.21,2.39,78.38,Bowler
C B Jennings,test,Australia,6,0,2,107,32,17.83,0,0.0,0,0,0.0,0,17.83,0.0,0.0,Batsman
I W Johnson,test,Australia,45,0,12,1000,77,18.52,0,0.0,0,6,1463.3,109,29.19,2.17,80.55,All-Rounder
M G Johnson,test,Australia,73,0,16,2065,123,22.2,3536,58.4,1,11,2666.8,313,28.41,3.33,51.12,All-Rounder
W A Johnston,test,Australia,40,0,25,273,29,11.38,0,0.0,0,0,1841.3,160,23.91,2.08,69.05,Bowler
D M Jones,test,Australia,52,0,11,3631,216,46.55,7427,48.89,11,14,33.0,1,64.0,1.94,198.0,Batsman
E Jones,test,Australia,19,0,1,126,20,5.04,0,0.0,0,0,624.7,64,29.02,2.97,58.56,Bowler
S P Jones,test,Australia,12,0,4,432,87,21.6,0,0.0,0,1,43.7,6,18.67,2.56,43.67,Batsman
B P Julian,test,Australia,7,0,1,128,56,16.0,268,47.76,0,1,183.0,15,39.93,3.27,73.2,Bowler
M S Kasprowicz,test,Australia,38,0,12,445,25,10.6,966,46.07,0,0,1190.0,113,32.88,3.12,63.19,Bowler
S M Katich,test,Australia,56,0,6,4188,157,45.03,8481,49.38,10,25,173.2,21,30.24,3.67,49.48,Batsman
C E Kelleway,test,Australia,26,0,4,1422,147,37.42,0,0.0,3,6,727.2,52,32.37,2.31,83.9,All-Rounder
J J Kelly,test,Australia,36,0,17,664,46,17.03,0,0.0,0,0,0.0,0,17.03,0.0,0.0,Batsman
U T Khawaja*,test,Australia,88,0,14,6229,232,42.96,12757,48.83,16,28,3.0,0,0.0,2.67,0.0,Batsman
A F Kippax,test,Australia,22,0,1,1192,146,36.12,0,0.0,2,8,12.0,0,0.0,1.58,0.0,Batsman
L F Kline,test,Australia,13,0,9,58,15,8.29,0,0.0,0,0,395.5,34,22.82,1.96,69.79,Bowler
S Konstas*,test,Australia,5,0,0,163,60,16.3,289,56.4,0,1,0.0,0,16.3,0.0,0.0,Batsman
M P Kuhnemann*,test,Australia,5,0,2,18,6,4.5,67,26.87,0,0,171.0,25,22.2,3.25,41.04,Bowler
M Labuschagne*,test,Australia,63,0,9,4694,215,44.7,8987,52.23,11,25,219.3,14,59.43,3.79,94.0,Batsman
B M Laird,test,Australia,21,0,2,1341,92,35.29,3713,36.12,0,11,3.0,0,0.0,4.0,0.0,Batsman
J L Langer,test,Australia,105,0,12,7696,250,45.27,14192,54.23,23,30,3.0,0,0.0,4.0,0.0,Batsman
G R A Langley,test,Australia,26,0,12,374,53,14.96,0,0.0,0,1,0.0,0,14.96,0.0,0.0,Batsman
F Laver,test,Australia,15,0,6,196,45,11.53,0,0.0,0,0,393.5,37,26.05,2.45,63.81,Bowler
W M Lawry,test,Australia,67,0,12,5234,210,47.15,0,0.0,13,27,2.3,0,0.0,2.57,0.0,Batsman
G F Lawson,test,Australia,46,0,12,894,74,15.96,1784,50.11,0,4,1853.0,180,30.56,2.97,61.77,Bowler
B Lee,test,Australia,76,0,18,1451,64,20.15,2739,52.98,0,5,2755.2,310,30.82,3.47,53.33,All-Rounder
D S Lehmann,test,Australia,27,0,2,1798,177,44.95,2909,61.81,5,10,160.3,15,26.87,2.51,64.13,Batsman
D K Lillee,test,Australia,70,0,24,905,73,13.71,0,0.0,0,1,3077.8,355,23.92,2.76,52.02,Bowler
R R Lindwall,test,Australia,61,0,13,1502,118,21.15,0,0.0,2,5,2275.0,228,23.03,2.31,59.87,All-Rounder
M L Love,test,Australia,5,0,3,233,100,46.6,476,48.95,1,1,0.0,0,46.6,0.0,0.0,Batsman
S J E Loxton,test,Australia,12,0,0,554,101,36.93,0,0.0,1,3,151.0,8,43.63,2.31,113.25,Batsman
N M Lyon*,test,Australia,141,0,49,1651,47,12.6,3278,50.37,0,0,5805.7,567,30.16,2.95,61.44,All-Rounder
J J Lyons,test,Australia,14,0,0,731,134,27.07,0,0.0,1,3,52.7,6,24.83,2.83,52.67,Batsman
C G Macartney,test,Australia,35,0,4,2131,170,41.78,0,0.0,7,9,592.5,45,27.56,2.09,79.0,Batsman
S C G MacGill,test,Australia,44,0,11,349,43,9.69,715,48.81,0,0,1872.8,208,29.02,3.22,54.02,Bowler
K D Mackay,test,Australia,37,0,7,1507,89,33.49,0,0.0,0,13,965.3,50,34.42,1.78,115.84,All-Rounder
L V Maddocks,test,Australia,7,0,2,177,69,17.7,0,0.0,0,1,0.0,0,17.7,0.0,0.0,Batsman
A A Mailey,test,Australia,21,0,9,222,46,11.1,0,0.0,0,0,1019.8,99,33.92,3.29,61.81,Bowler
A A Mallett,test,Australia,38,0,13,430,43,11.62,0,0.0,0,0,1665.0,132,29.85,2.37,75.68,Bowler
G R Marsh,test,Australia,50,0,7,2854,138,33.19,8124,35.13,4,15,0.0,0,33.19,0.0,0.0,Batsman
M R Marsh*,test,Australia,46,0,7,2083,181,28.53,3700,56.3,3,9,580.5,51,40.41,3.55,68.29,All-Rounder
R W Marsh,test,Australia,96,0,13,3633,132,26.52,0,0.0,3,16,12.0,0,0.0,4.5,0.0,Batsman
S E Marsh,test,Australia,38,0,2,2265,182,34.32,5165,43.85,6,10,0.0,0,34.32,0.0,0.0,Batsman
J W Martin,test,Australia,8,0,1,214,55,17.83,0,0.0,0,1,307.7,17,48.94,2.7,108.59,Bowler
D R Martyn,test,Australia,67,0,14,4406,165,46.38,8570,51.41,13,23,58.0,2,84.0,2.9,174.0,Batsman
H H Massie,test,Australia,9,0,0,249,55,15.56,0,0.0,0,1,0.0,0,15.56,0.0,0.0,Batsman
R A L Massie,test,Australia,6,0,1,78,42,11.14,0,0.0,0,0,289.8,31,20.87,2.23,56.1,Bowler
G R J Matthews,test,Australia,33,0,8,1849,130,41.09,4178,44.26,4,12,1045.2,61,48.23,2.81,102.8,All-Rounder
T J Matthews,test,Australia,8,0,1,153,53,17.0,0,0.0,0,1,180.2,16,26.19,2.33,67.56,Bowler
G J Maxwell*,test,Australia,7,0,1,339,104,26.08,570,59.47,1,0,77.0,8,42.63,4.43,57.75,Batsman
T B A May,test,Australia,24,0,12,225,42,14.06,873,25.77,0,0,1096.2,75,34.75,2.38,87.69,Bowler
L C Mayne,test,Australia,6,0,3,76,13,9.5,0,0.0,0,0,208.5,19,33.05,3.01,65.84,Bowler
P A McAlister,test,Australia,8,0,1,252,41,16.8,0,0.0,0,0,0.0,0,16.8,0.0,0.0,Batsman
S J McCabe,test,Australia,39,0,5,2748,232,48.21,0,0.0,6,13,624.3,36,42.86,2.47,104.06,Batsman
C L McCool,test,Australia,14,0,4,459,104,35.31,0,0.0,1,1,417.3,36,26.61,2.3,69.56,Bowler
E L McCormick,test,Australia,12,0,5,54,17,6.0,0,0.0,0,0,351.2,36,29.97,3.07,58.53,Bowler
R B McCosker,test,Australia,25,0,5,1622,127,39.56,3843,42.21,4,9,0.0,0,39.56,0.0,0.0,Batsman
C J McDermott,test,Australia,71,0,13,940,42,12.21,1716,54.78,0,0,2764.3,291,28.63,3.01,57.0,Bowler
C C McDonald,test,Australia,47,0,4,3107,170,39.33,0,0.0,5,17,1.3,0,0.0,2.25,0.0,Batsman
E A McDonald,test,Australia,11,0,5,116,36,16.57,0,0.0,0,0,480.8,43,33.28,2.98,67.09,Bowler
P S McDonnell,test,Australia,19,0,1,950,147,28.79,0,0.0,3,2,8.7,0,0.0,6.12,0.0,Batsman
G D McGrath,test,Australia,124,0,51,641,61,7.37,1570,40.83,0,1,4874.7,563,21.64,2.5,51.95,Bowler
G D McKenzie,test,Australia,60,0,12,945,76,12.27,0,0.0,0,2,2946.8,246,29.79,2.49,71.87,Bowler
T R McKibbin,test,Australia,5,0,2,88,28,14.67,0,0.0,0,0,172.0,17,29.18,2.88,60.71,Bowler
C E Mcleod,test,Australia,17,0,5,573,112,23.88,0,0.0,1,4,562.3,33,40.15,2.36,102.24,Bowler
R W McLeod,test,Australia,6,0,0,146,31,13.27,0,0.0,0,0,181.5,12,31.83,2.1,90.75,Bowler
I Meckiff,test,Australia,18,0,7,154,45,11.85,0,0.0,0,0,622.3,45,31.62,2.29,82.98,Bowler
W E Midwinter,test,Australia,8,0,1,174,37,13.38,0,0.0,0,0,158.2,14,23.79,2.11,67.79,Bowler
C R Miller,test,Australia,18,0,3,174,43,8.29,308,56.49,0,0,681.8,69,26.16,2.65,59.29,Bowler
K R Miller,test,Australia,55,0,7,2958,147,36.98,0,0.0,7,13,1743.5,170,22.98,2.24,61.54,All-Rounder
R B Minnett,test,Australia,9,0,0,391,90,26.07,0,0.0,0,3,98.2,11,26.36,2.95,53.55,Batsman
F M Misson,test,Australia,5,0,3,38,25,19.0,0,0.0,0,0,199.5,16,38.5,3.09,74.81,Bowler
T M Moody,test,Australia,8,0,0,456,106,32.57,982,46.44,2,3,72.0,2,73.5,2.04,216.0,Batsman
J A R Moroney,test,Australia,7,0,1,383,118,34.82,0,0.0,2,1,0.0,0,34.82,0.0,0.0,Batsman
A R Morris,test,Australia,46,0,3,3533,206,46.49,0,0.0,12,12,18.5,2,25.0,2.7,55.5,Batsman
H Moses,test,Australia,6,0,0,198,33,19.8,0,0.0,0,0,0.0,0,19.8,0.0,0.0,Batsman
W L Murdoch,test,Australia,18,0,5,896,211,32.0,0,0.0,2,1,0.0,0,32.0,0.0,0.0,Batsman
T Murphy*,test,Australia,7,0,1,122,41,13.56,205,59.51,0,0,192.8,22,28.14,3.21,52.59,Bowler
M G Neser*,test,Australia,5,0,0,131,35,18.71,257,50.97,0,0,129.7,22,18.91,3.21,35.36,Bowler
P M Nevill,test,Australia,17,0,2,468,66,22.29,1151,40.66,0,3,0.0,0,22.29,0.0,0.0,Batsman
M A Noble,test,Australia,42,0,7,1997,133,30.26,0,0.0,1,16,1184.8,121,25.0,2.55,58.75,All-Rounder
M J North,test,Australia,21,0,2,1171,128,35.48,2432,48.15,5,4,209.7,14,42.21,2.82,89.86,Batsman
L P O'Brien,test,Australia,5,0,0,211,61,26.38,0,0.0,0,2,0.0,0,26.38,0.0,0.0,Batsman
S P O'Donnell,test,Australia,6,0,3,206,48,29.43,471,43.74,0,0,156.7,6,84.0,3.22,156.67,Batsman
A D Ogilvie,test,Australia,5,0,0,178,47,17.8,0,0.0,0,0,0.0,0,17.8,0.0,0.0,Batsman
S N J O'Keefe,test,Australia,9,0,4,86,25,9.56,433,19.86,0,0,371.3,35,29.4,2.77,63.66,Bowler
K J O'Keeffe,test,Australia,24,0,9,644,85,25.76,0,0.0,0,1,897.3,53,38.08,2.25,101.58,Bowler
W A S Oldfield,test,Australia,54,0,17,1427,65,22.65,0,0.0,0,4,0.0,0,22.65,0.0,0.0,Batsman
N C O'Neill,test,Australia,42,0,8,2779,181,45.56,0,0.0,6,15,232.0,17,39.24,2.88,81.88,Batsman
W J O'Reilly,test,Australia,27,0,7,410,56,12.81,0,0.0,0,1,1670.7,144,22.6,1.95,69.61,Bowler
R K Oxenham,test,Australia,7,0,0,151,48,15.1,0,0.0,0,0,300.0,14,37.29,1.74,128.57,Bowler
T D Paine,test,Australia,35,0,10,1534,92,32.64,3355,45.72,0,9,0.0,0,32.64,0.0,0.0,Batsman
G E Palmer,test,Australia,17,0,4,296,48,14.1,0,0.0,0,0,752.8,78,21.51,2.23,57.91,Bowler
L S Pascoe,test,Australia,14,0,9,106,30,10.6,263,40.3,0,0,567.2,64,26.06,2.94,53.17,Bowler
J L Pattinson,test,Australia,21,0,9,417,47,26.06,971,42.95,0,0,660.5,81,26.33,3.23,48.93,Bowler
C E Pellew,test,Australia,10,0,1,484,116,37.23,0,0.0,2,1,13.0,0,0.0,2.62,0.0,Batsman
W B Phillips,test,Australia,27,0,2,1485,159,32.28,3421,43.41,2,7,0.0,0,32.28,0.0,0.0,Batsman
P I Philpott,test,Australia,8,0,1,93,22,10.33,0,0.0,0,0,377.0,26,38.46,2.65,87.0,Bowler
W H Ponsford,test,Australia,29,0,4,2122,266,48.23,0,0.0,7,6,0.0,0,48.23,0.0,0.0,Batsman
R T Ponting,test,Australia,168,0,29,13378,257,51.85,22782,58.72,41,62,97.8,5,55.2,2.82,117.4,Batsman
C G Rackemann,test,Australia,12,0,4,53,15,5.3,280,18.93,0,0,453.2,39,29.15,2.51,69.72,Bowler
V S Ransford,test,Australia,20,0,6,1211,143,37.84,0,0.0,1,7,7.2,1,28.0,3.91,43.0,Batsman
I R Redpath,test,Australia,66,0,11,4737,171,43.46,0,0.0,8,31,10.7,0,0.0,3.84,0.0,Batsman
B A Reid,test,Australia,27,0,14,93,13,4.65,394,23.6,0,0,1040.7,113,24.64,2.68,55.26,Bowler
P R Reiffel,test,Australia,35,0,14,955,79,26.53,2042,46.77,0,6,1067.2,104,26.96,2.63,61.57,Bowler
D A Renneberg,test,Australia,8,0,7,22,9,3.67,0,0.0,0,0,266.3,23,36.09,3.12,69.48,Bowler
M T Renshaw*,test,Australia,14,0,2,645,184,29.32,1524,42.32,1,3,5.0,0,0.0,4.0,0.0,Batsman
A J Richardson,test,Australia,9,0,0,403,100,31.0,0,0.0,1,2,302.0,12,43.42,1.73,151.0,Batsman
V Y Richardson,test,Australia,19,0,0,706,138,23.53,0,0.0,1,1,0.0,0,23.53,0.0,0.0,Batsman
K E Rigg,test,Australia,8,0,0,401,127,33.42,0,0.0,1,1,0.0,0,33.42,0.0,0.0,Batsman
D T Ring,test,Australia,13,0,2,426,67,22.42,0,0.0,0,4,504.0,35,37.29,2.59,86.4,Bowler
G M Ritchie,test,Australia,30,0,5,1690,146,35.21,4364,38.73,3,7,1.0,0,0.0,10.0,0.0,Batsman
S J Rixon,test,Australia,13,0,3,394,54,18.76,0,0.0,0,2,0.0,0,18.76,0.0,0.0,Batsman
C J L Rogers,test,Australia,25,0,1,2015,173,42.87,3982,50.6,5,14,0.0,0,42.87,0.0,0.0,Batsman
J Ryder,test,Australia,20,0,5,1394,201,51.63,0,0.0,3,9,316.2,17,43.71,2.35,111.59,Batsman
R A Saggers,test,Australia,6,0,2,30,14,10.0,0,0.0,0,0,0.0,0,10.0,0.0,0.0,Batsman
J V Saunders,test,Australia,14,0,6,39,11,2.29,0,0.0,0,0,594.2,79,22.73,3.02,45.13,Bowler
H J H Scott,test,Australia,8,0,1,359,102,27.62,0,0.0,1,1,4.7,0,0.0,5.57,0.0,Batsman
C S Serjeant,test,Australia,12,0,1,522,124,23.73,0,0.0,1,2,0.0,0,23.73,0.0,0.0,Batsman
A P Sheahan,test,Australia,31,0,6,1594,127,33.91,0,0.0,2,7,0.0,0,33.91,0.0,0.0,Batsman
B K Shepherd,test,Australia,9,0,2,502,96,41.83,0,0.0,0,5,4.3,0,0.0,2.08,0.0,Batsman
P M Siddle,test,Australia,67,0,15,1164,51,14.73,2468,47.16,0,2,2317.8,221,30.67,2.92,62.93,All-Rounder
R B Simpson,test,Australia,62,0,7,4869,311,46.82,0,0.0,10,27,1146.8,71,42.27,2.62,96.92,All-Rounder
M J Slater,test,Australia,74,0,7,5312,219,42.84,9967,53.3,14,21,4.2,1,10.0,2.4,25.0,Batsman
P R Sleep,test,Australia,14,0,1,483,90,24.15,1323,36.51,0,3,497.0,31,45.06,2.81,96.19,Bowler
S P D Smith*,test,Australia,123,0,28,10763,239,56.06,19966,53.91,37,44,245.0,19,53.05,4.11,77.37,Batsman
F R Spofforth,test,Australia,18,0,6,217,50,9.43,0,0.0,0,1,697.5,94,18.41,2.48,44.52,Bowler
K R Stackpole,test,Australia,43,0,5,2807,207,37.43,0,0.0,7,14,386.8,15,66.73,2.59,154.73,Batsman
M A Starc*,test,Australia,105,0,33,2478,99,20.48,4177,59.32,0,13,3335.5,433,26.52,3.44,46.22,All-Rounder
A Symonds,test,Australia,26,0,5,1462,162,40.61,2256,64.8,2,10,349.0,24,37.33,2.57,87.25,Batsman
H B Taber,test,Australia,16,0,5,353,48,16.05,0,0.0,0,0,0.0,0,16.05,0.0,0.0,Batsman
D Tallon,test,Australia,21,0,3,394,92,17.13,0,0.0,0,2,0.0,0,17.13,0.0,0.0,Batsman
J M Taylor,test,Australia,20,0,0,997,108,35.61,0,0.0,1,8,19.0,1,45.0,2.37,114.0,Batsman
M A Taylor,test,Australia,104,0,13,7525,334,43.5,18140,41.48,19,40,7.0,1,26.0,3.71,42.0,Batsman
P L Taylor,test,Australia,13,0,3,431,87,26.94,1308,32.95,0,2,371.2,27,39.56,2.88,82.48,Bowler
G Thomas,test,Australia,8,0,1,325,61,29.55,0,0.0,0,3,0.0,0,29.55,0.0,0.0,Batsman
J R Thomson,test,Australia,51,0,20,679,49,12.81,0,0.0,0,0,1755.8,200,28.01,3.19,52.68,Bowler
P M Toohey,test,Australia,15,0,1,893,122,31.89,0,0.0,1,7,0.3,0,0.0,12.0,0.0,Batsman
E R H Toshack,test,Australia,12,0,6,73,20,14.6,0,0.0,0,0,523.3,47,21.04,1.89,66.81,Bowler
G H S Trott,test,Australia,24,0,0,921,143,21.93,0,0.0,1,4,315.2,29,35.14,3.23,65.21,Batsman
H Trumble,test,Australia,32,0,14,851,70,19.79,0,0.0,0,4,1349.8,141,21.79,2.28,57.44,Bowler
J W Trumble,test,Australia,7,0,1,243,59,20.25,0,0.0,0,1,100.0,10,22.2,2.22,60.0,Batsman
V T Trumper,test,Australia,48,0,8,3163,214,39.05,0,0.0,8,13,91.0,8,39.63,3.48,68.25,Batsman
A Turner,test,Australia,14,0,1,768,136,29.54,1516,50.66,1,3,0.0,0,29.54,0.0,0.0,Batsman
C T B Turner,test,Australia,17,0,4,323,29,11.54,0,0.0,0,0,865.8,101,16.53,1.93,51.44,Bowler
T R Veivers,test,Australia,21,0,4,813,88,31.27,0,0.0,0,7,698.5,33,41.67,1.97,127.0,Batsman
M R J Veletta,test,Australia,8,0,0,207,39,18.82,634,32.65,0,0,0.0,0,18.82,0.0,0.0,Batsman
A C Voges,test,Australia,20,0,7,1485,269,61.88,2667,55.68,5,4,12.7,0,0.0,3.47,0.0,Batsman
M S Wade*,test,Australia,36,0,9,1613,117,29.87,3203,50.36,4,5,5.0,0,0.0,5.6,0.0,Batsman
M H N Walker,test,Australia,34,0,13,586,78,19.53,0,0.0,0,1,1682.3,138,27.48,2.25,73.14,Bowler
T W Wall,test,Australia,18,0,5,121,20,6.37,0,0.0,0,0,802.0,56,35.89,2.51,85.93,Bowler
K D Walters,test,Australia,74,0,14,5357,250,48.26,0,0.0,15,33,549.2,49,29.08,2.59,67.24,Batsman
S K Warne,test,Australia,145,0,17,3154,99,17.33,5470,57.66,0,12,6784.2,708,25.42,2.65,57.49,All-Rounder
D A Warner,test,Australia,112,0,8,8786,335,44.6,12517,70.19,26,37,57.0,4,67.25,4.72,85.5,Batsman
G D Watson,test,Australia,5,0,0,97,50,10.78,0,0.0,0,1,92.0,6,42.33,2.76,92.0,Bowler
S R Watson,test,Australia,59,0,3,3731,176,35.2,7094,52.59,4,24,915.8,75,33.68,2.76,73.27,All-Rounder
M E Waugh,test,Australia,128,0,17,8029,153,41.82,15360,52.27,20,47,808.8,59,41.17,3.0,82.25,All-Rounder
S R Waugh,test,Australia,168,0,46,10927,200,51.06,22461,48.65,32,50,1300.8,92,37.45,2.65,84.84,All-Rounder
J B Weatherald*,test,Australia,5,0,1,201,72,22.33,288,69.79,0,1,0.0,0,22.33,0.0,0.0,Batsman
B J Webster*,test,Australia,8,0,2,452,72,41.09,733,61.66,0,5,81.2,11,24.55,3.33,44.27,Batsman
D M Wellham,test,Australia,6,0,0,257,103,23.36,768,33.46,1,0,0.0,0,23.36,0.0,0.0,Batsman
K C Wessels,test,Australia,24,0,1,1761,179,42.95,3460,50.9,4,9,15.0,0,0.0,2.8,0.0,Batsman
D F Whatmore,test,Australia,7,0,0,293,77,22.54,705,41.56,0,2,5.0,0,0.0,2.2,0.0,Batsman
M R Whitney,test,Australia,12,0,8,68,13,6.18,319,21.32,0,0,445.3,39,33.97,2.98,68.51,Bowler
W J Whitty,test,Australia,14,0,7,161,39,13.42,0,0.0,0,0,559.5,65,21.12,2.45,51.65,Bowler
