player_name,format,country,matches_played,batting_innings,not_outs,runs_scored,highest_score,batting_average,balls_faced,batting_strike_rate,hundreds,fifties,overs_bowled,wickets,bowling_average,economy_rate,bowling_strike_rate,label
Mominul Haque*,odi,Bangladesh,28,0,1,557,60,22.28,749,74.37,0,3,39.0,7,27.14,4.87,33.43,Batsman
Mosaddeck Hossain,odi,Bangladesh,43,0,10,634,52,25.36,763,83.09,0,3,188.3,17,57.0,5.15,66.47,Batsman
Mosharraf Hossain,odi,Bangladesh,5,0,1,26,8,6.5,75,34.67,0,0,33.0,4,36.75,4.45,49.5,Bowler
Mushfiqur Rahim*,odi,Bangladesh,274,0,42,7795,144,36.43,9780,79.7,9,49,0.0,0,36.43,0.0,0.0,Batsman
Mushfiqur Rahman,odi,Bangladesh,28,0,3,360,49,16.36,690,52.17,0,0,222.0,19,51.74,4.43,70.11,Bowler
Mustafizur Rahman*,odi,Bangladesh,117,0,35,172,20,7.17,348,49.43,0,0,929.3,179,26.82,5.16,31.15,Bowler
Naeem Islam,odi,Bangladesh,59,0,15,975,84,27.08,1473,66.19,0,5,290.5,35,40.2,4.84,49.8,Batsman
Nafis Iqbal,odi,Bangladesh,16,0,0,309,58,19.31,567,54.5,0,2,0.0,0,19.31,0.0,0.0,Batsman
Nahid Rana*,odi,Bangladesh,6,0,3,6,4,0.0,18,33.33,0,0,51.0,10,24.9,4.88,30.6,Bowler
Naimuir Rahman,odi,Bangladesh,29,0,2,488,47,19.52,771,63.29,0,0,182.3,11,82.18,4.96,99.45,Batsman
Najmul Hossain Shanto*,odi,Bangladesh,59,0,3,1732,122,31.49,2223,77.91,3,10,19.3,2,61.5,6.36,58.0,Batsman
Nasir Ahmed,odi,Bangladesh,7,0,2,25,11,12.5,62,40.32,0,0,0.0,0,12.5,0.0,0.0,Batsman
Nasir Hossain,odi,Bangladesh,65,0,8,1281,100,29.11,1605,79.81,1,6,209.3,24,41.17,4.72,52.33,Batsman
Nasum Ahmed*,odi,Bangladesh,20,0,2,201,44,18.27,233,86.27,0,0,162.7,21,33.67,4.35,46.48,Bowler
M Nazimuddin,odi,Bangladesh,11,0,0,147,47,13.36,237,62.03,0,0,0.0,0,13.36,0.0,0.0,Batsman
Nazmul Hossain,odi,Bangladesh,38,0,13,35,6,4.38,128,27.34,0,0,274.8,44,31.5,5.04,37.48,Bowler
Nazmul Islam,odi,Bangladesh,5,0,0,7,7,7.0,13,53.85,0,0,44.0,5,44.8,5.09,52.8,Bowler
Nurul Hasan*,odi,Bangladesh,13,0,4,237,45,33.86,256,92.58,0,0,0.0,0,33.86,0.0,0.0,Batsman
Rajin Saleh,odi,Bangladesh,43,0,1,1005,108,23.93,1832,54.86,1,6,89.8,15,30.6,5.11,35.93,Batsman
Raqibul Hasan,odi,Bangladesh,55,0,7,1308,89,27.83,2133,61.32,0,8,0.0,0,27.83,0.0,0.0,Batsman
Rishad Hossain*,odi,Bangladesh,15,0,3,176,48,19.56,125,140.8,0,0,124.3,22,29.59,5.24,33.91,Bowler
Rubel Hossain,odi,Bangladesh,104,0,24,144,17,4.97,277,51.99,0,0,779.7,129,34.32,5.68,36.26,Bowler
Sabbir Rahman,odi,Bangladesh,66,0,7,1333,102,25.63,1461,91.24,1,6,51.0,3,115.0,6.76,102.0,Batsman
Saif Hassan*,odi,Bangladesh,7,0,0,184,80,26.29,218,84.4,0,1,12.2,4,11.5,3.78,18.25,Batsman
Saiful Islam,odi,Bangladesh,7,0,2,37,22,18.5,59,62.71,0,0,50.5,6,42.67,5.07,50.5,Bowler
Salahuddin Ahmed,odi,Bangladesh,6,0,3,24,12,12.0,136,17.65,0,0,41.0,4,62.25,6.07,61.5,Bowler
Sanwar Hossain,odi,Bangladesh,27,0,2,290,52,11.6,597,48.58,0,1,63.8,10,32.7,5.12,38.3,Batsman
Shafiuddin Ahmed,odi,Bangladesh,11,0,6,22,11,5.5,66,33.33,0,0,82.5,11,38.73,5.16,45.0,Bowler
Shafiul Islam,odi,Bangladesh,60,0,12,134,24,6.09,240,55.83,0,0,423.3,70,36.13,5.97,36.29,Bowler
Shahadat Hossain*,odi,Bangladesh,51,0,17,79,16,7.9,151,52.32,0,0,366.3,47,45.6,5.85,46.77,Bowler
Shahriar Hossain,odi,Bangladesh,20,0,0,362,95,19.05,682,53.08,0,2,0.0,0,19.05,0.0,0.0,Batsman
Shahriar Nafees,odi,Bangladesh,75,0,5,2201,123,31.44,3188,69.04,4,13,0.0,0,31.44,0.0,0.0,Batsman
Shakib Al Hasan*,odi,Bangladesh,247,0,31,7570,134,37.29,9139,82.83,9,56,2095.8,317,29.53,4.47,39.67,All-Rounder
Shamim Hossain*,odi,Bangladesh,7,0,0,67,22,9.57,86,77.91,0,0,17.0,2,41.0,4.82,51.0,Batsman
Shamsur Rahman,odi,Bangladesh,10,0,0,266,96,26.6,350,76.0,0,2,1.0,0,0.0,13.0,0.0,Batsman
Shoriful Islam*,odi,Bangladesh,40,0,10,101,16,7.77,120,84.17,0,0,307.0,58,29.43,5.56,31.76,Bowler
Sohag Gazi,odi,Bangladesh,20,0,4,184,30,15.33,213,86.38,0,0,153.2,22,32.82,4.71,41.77,Bowler
Soumya Sarkar*,odi,Bangladesh,79,0,4,2338,169,33.4,2463,94.92,3,14,93.0,16,35.44,6.1,34.88,Batsman
Suhrawadi Shuvo,odi,Bangladesh,17,0,3,98,20,14.0,135,72.59,0,0,127.0,14,40.86,4.5,54.43,Bowler
Syed Rasel,odi,Bangladesh,52,0,10,81,15,4.76,185,43.78,0,0,442.8,61,33.62,4.63,43.56,Bowler
Taijul Islam*,odi,Bangladesh,20,0,2,110,39,11.0,173,63.58,0,0,175.0,31,25.97,4.6,33.87,Bowler
Talha Jubair,odi,Bangladesh,6,0,3,5,4,2.5,15,33.33,0,0,34.0,6,42.5,7.5,34.0,Bowler
Tamim Iqbal*,odi,Bangladesh,243,0,12,8357,158,36.65,10642,78.53,14,56,1.0,0,0.0,13.0,0.0,Batsman
Tanvir Islam*,odi,Bangladesh,9,0,1,42,11,7.0,57,73.68,0,0,88.0,16,23.19,4.22,33.0,Bowler
Tanzid Hasan*,odi,Bangladesh,29,0,1,625,84,23.15,604,103.48,0,5,0.0,0,23.15,0.0,0.0,Batsman
Tanzim Hasan Sakib*,odi,Bangladesh,15,0,3,151,45,18.88,183,82.51,0,0,113.8,24,27.29,5.75,28.46,Bowler
Tapash Baisya,odi,Bangladesh,56,0,13,336,35,12.0,571,58.84,0,0,434.7,59,41.56,5.64,44.2,Bowler
Tareq Aziz,odi,Bangladesh,10,0,7,26,11,26.0,73,35.62,0,0,77.5,13,32.62,5.47,35.77,Bowler
Taskin Ahmed*,odi,Bangladesh,84,0,14,237,21,7.18,415,57.11,0,0,657.3,118,29.86,5.36,33.42,Bowler
Towhid Hridoy*,odi,Bangladesh,45,0,3,1265,100,34.19,1627,77.75,1,11,0.2,0,0.0,12.0,0.0,Batsman
Tushar Imran,odi,Bangladesh,41,0,0,574,65,14.35,970,59.18,0,2,21.0,1,103.0,4.9,126.0,Batsman
Yasir Ali*,odi,Bangladesh,9,0,0,102,50,14.57,114,89.47,0,1,1.0,0,0.0,2.0,0.0,Batsman
Ziaur Rahman,odi,Bangladesh,13,0,0,124,41,11.27,110,112.73,0,0,65.0,10,30.1,4.63,39.0,Bowler
Afsar Zazai*,odi,Afghanistan,17,0,1,264,60,17.6,488,54.1,0,2,0.0,0,17.6,0.0,0.0,Batsman
Aftab Alam,odi,Afghanistan,27,0,10,80,16,11.43,107,74.77,0,0,209.5,41,25.2,4.93,30.66,Bowler
Amir Hamza*,odi,Afghanistan,31,0,9,23,7,3.29,94,24.47,0,0,258.7,40,25.4,3.93,38.8,Bowler
Asghar Afghan,odi,Afghanistan,114,0,10,2424,101,24.73,3630,66.78,1,12,23.2,3,30.33,3.93,46.33,Batsman
Azmatullah Omarzai*,odi,Afghanistan,42,0,9,1093,149,43.72,1122,97.42,1,8,223.5,44,27.25,5.36,30.48,Batsman
Dawlat Zadran,odi,Afghanistan,82,0,27,513,47,17.69,664,77.26,0,0,628.2,115,29.77,5.45,32.77,Bowler
Fareed Ahmad*,odi,Afghanistan,19,0,4,46,17,11.5,87,52.87,0,0,125.2,25,27.08,5.41,30.04,Bowler
Fazalhaq Farooqi*,odi,Afghanistan,42,0,15,21,6,3.5,67,31.34,0,0,296.0,52,32.62,5.73,34.15,Bowler
A M Ghazanfar*,odi,Afghanistan,14,0,1,59,31,11.8,54,109.26,0,0,91.2,23,16.78,4.23,23.78,Bowler
Gulbadin Naib*,odi,Afghanistan,89,0,11,1332,82,19.88,1767,75.38,0,5,480.5,74,36.16,5.57,38.96,All-Rounder
Hamid Hassan,odi,Afghanistan,38,0,6,107,17,6.69,195,54.87,0,0,289.0,59,22.54,4.6,29.39,Bowler
Hashmatullah Shahidi*,odi,Afghanistan,93,0,16,2474,97,32.99,3682,67.19,0,22,3.0,0,0.0,8.33,0.0,Batsman
Hazratullah Zazai*,odi,Afghanistan,16,0,0,361,67,22.56,409,88.26,0,2,0.0,0,22.56,0.0,0.0,Batsman
Ibrahim Zadran*,odi,Afghanistan,39,0,3,1869,177,51.92,2266,82.48,6,9,0.0,0,51.92,0.0,0.0,Batsman
Ihsanullah,odi,Afghanistan,16,0,2,307,57,21.93,440,69.77,0,3,0.0,0,21.93,0.0,0.0,Batsman
Ikram Ali Khil*,odi,Afghanistan,32,0,5,386,86,21.44,580,66.55,0,3,0.0,0,21.44,0.0,0.0,Batsman
Izatullah Dawlatzai,odi,Afghanistan,5,0,1,7,6,3.5,27,25.93,0,0,35.0,8,18.25,4.17,26.25,Bowler
Javed Ahmadi,odi,Afghanistan,47,0,0,1049,81,23.84,1380,76.01,0,7,75.3,9,40.33,4.82,50.22,Batsman
Karim Sadiq,odi,Afghanistan,24,0,2,475,114,23.75,587,80.92,2,0,53.3,6,33.5,3.77,53.33,Batsman
Khaliq Dad,odi,Afghanistan,6,0,1,40,20,13.33,69,57.97,0,0,42.0,9,16.67,3.57,28.0,Bowler
Mirwais Ashraf,odi,Afghanistan,46,0,11,387,52,14.33,543,71.27,0,1,334.8,46,29.57,4.06,43.67,Bowler
Mohammad Nabi*,odi,Afghanistan,176,0,18,3762,136,27.66,4273,88.04,2,18,1332.7,176,32.57,4.3,45.43,All-Rounder
Mohammad Shahzad*,odi,Afghanistan,84,0,3,2727,131,33.67,3082,88.48,6,14,0.0,0,33.67,0.0,0.0,Batsman
Mujeeb Ur Rahman*,odi,Afghanistan,75,0,13,236,64,9.08,262,90.08,0,1,661.3,101,28.35,4.33,39.29,Bowler
Najibullah Zadran*,odi,Afghanistan,92,0,13,2060,104,29.01,2312,89.1,1,15,5.0,0,0.0,6.0,0.0,Batsman
Nangeyalia Kharote*,odi,Afghanistan,10,0,1,64,27,12.8,87,73.56,0,0,67.3,13,18.38,3.55,31.08,Bowler
Nasir Jamal*,odi,Afghanistan,16,0,1,352,53,27.08,537,65.55,0,3,1.0,0,0.0,7.0,0.0,Batsman
Naveen-ul-Haq*,odi,Afghanistan,15,0,5,37,10,7.4,54,68.52,0,0,115.2,22,32.18,6.15,31.41,Bowler
Nawroz Mangal,odi,Afghanistan,49,0,6,1139,129,27.12,1512,75.33,2,4,48.8,8,29.38,4.81,36.63,Batsman
Noor Ahmad*,odi,Afghanistan,13,0,1,46,26,9.2,64,71.88,0,0,105.8,10,64.4,6.09,63.5,Bowler
Noor Ali Zadran*,odi,Afghanistan,51,0,1,1216,114,24.82,1923,63.23,1,7,0.0,0,24.82,0.0,0.0,Batsman
Raees Ahmadzai,odi,Afghanistan,5,0,1,88,39,29.33,137,64.23,0,0,4.0,0,0.0,4.0,0.0,Batsman
Rahmanullah Gurbaz*,odi,Afghanistan,52,0,1,1888,151,37.02,2162,87.33,8,7,0.0,0,37.02,0.0,0.0,Batsman
Rahmat Shah*,odi,Afghanistan,125,0,6,4034,114,35.39,5664,71.22,5,32,90.5,15,35.47,5.88,36.2,Batsman
Rashid Khan*,odi,Afghanistan,117,0,16,1393,60,19.08,1328,104.89,0,5,981.3,210,19.65,4.21,28.04,All-Rounder
Riaz Hassan*,odi,Afghanistan,7,0,0,165,50,27.5,272,60.66,0,1,0.0,0,27.5,0.0,0.0,Batsman
Samiullah Shinwari,odi,Afghanistan,84,0,12,1811,96,29.21,2765,65.5,0,11,351.8,45,38.44,4.92,46.91,Batsman
Sediqullah Atal*,odi,Afghanistan,12,0,0,377,104,34.27,483,78.05,1,2,0.0,0,34.27,0.0,0.0,Batsman
Shabir Noori,odi,Afghanistan,10,0,0,191,94,19.1,300,63.67,0,1,0.0,0,19.1,0.0,0.0,Batsman
Shafiqullah,odi,Afghanistan,24,0,2,430,56,22.63,408,105.39,0,2,0.0,0,22.63,0.0,0.0,Batsman
Shapoor Zadran,odi,Afghanistan,44,0,17,67,17,6.7,160,41.88,0,0,330.5,43,36.95,4.81,46.12,Bowler
Sharafuddin Ashraf*,odi,Afghanistan,20,0,4,70,21,8.75,109,64.22,0,0,147.3,14,46.5,4.42,63.14,Bowler
Usman Ghani*,odi,Afghanistan,17,0,0,435,118,25.59,578,75.26,1,2,6.3,1,34.0,5.37,38.0,Batsman
Yamin Ahmadzai*,odi,Afghanistan,9,0,2,9,5,3.0,32,28.13,0,0,56.7,7,43.43,5.36,48.57,Bowler
M R Adair*,odi,Ireland,54,0,13,469,32,18.04,452,103.76,0,0,414.5,71,33.96,5.82,35.03,Bowler
J Anderson,odi,Ireland,8,0,0,151,39,18.88,267,56.55,0,0,5.0,0,0.0,4.0,0.0,Batsman
A Balbirnie*,odi,Ireland,117,0,8,3264,145,32.0,4396,74.25,9,17,17.0,2,53.0,6.24,51.0,Batsman
A C Botha,odi,Ireland,42,0,4,666,56,19.59,970,68.66,0,2,260.0,42,27.0,4.36,37.14,Bowler
J P Bray,odi,Ireland,15,0,1,401,116,28.64,594,67.51,2,0,0.0,0,28.64,0.0,0.0,Batsman
C Campher*,odi,Ireland,43,0,2,1113,120,33.73,1409,78.99,1,7,189.7,32,34.44,5.81,35.56,Batsman
K E D Carroll,odi,Ireland,6,0,0,70,28,11.67,126,55.56,0,0,1.0,0,0.0,8.0,0.0,Batsman
P K D Chase,odi,Ireland,25,0,6,35,14,3.5,56,62.5,0,0,206.3,34,39.88,6.57,36.41,Bowler
P Connell,odi,Ireland,13,0,3,40,22,20.0,73,54.79,0,0,94.0,13,39.85,5.51,43.38,Bowler
A R Cusack,odi,Ireland,59,0,14,745,71,22.58,1159,64.28,0,2,325.5,63,23.97,4.64,31.0,All-Rounder
G J Delany*,odi,Ireland,21,0,5,234,22,18.0,246,95.12,0,0,65.0,7,58.57,6.31,55.71,Batsman
G H Dockrell*,odi,Ireland,133,0,29,1459,91,22.45,1791,81.46,0,6,811.8,111,35.89,4.91,43.88,All-Rounder
S T Doheny*,odi,Ireland,11,0,0,165,84,18.33,264,62.5,0,1,0.0,0,18.33,0.0,0.0,Batsman
M J Fourie,odi,Ireland,7,0,3,42,19,21.0,51,82.35,0,0,29.8,1,128.0,4.29,179.0,Batsman
P G Gillespie,odi,Ireland,5,0,0,2,2,0.5,14,14.29,0,0,0.0,0,0.5,0.0,0.0,Batsman
G I Hume*,odi,Ireland,21,0,5,72,21,14.4,118,61.02,0,0,160.7,28,30.64,5.34,34.43,Bowler
M J Humphreys*,odi,Ireland,6,0,2,6,4,6.0,10,60.0,0,0,41.0,1,211.0,5.15,246.0,Bowler
D T Johnston,odi,Ireland,67,0,15,743,45,19.55,785,94.65,0,0,488.3,66,32.05,4.33,44.39,All-Rounder
N G Jones,odi,Ireland,14,0,4,74,25,14.8,102,72.55,0,0,64.8,10,23.4,3.61,38.9,Bowler
G E Kidd,odi,Ireland,6,0,0,15,15,15.0,25,60.0,0,0,36.0,1,172.0,4.78,216.0,Bowler
D Langford-Smith,odi,Ireland,22,0,8,142,31,15.78,133,106.77,0,0,157.0,25,31.88,5.08,37.68,Bowler
J B Little*,odi,Ireland,42,0,5,81,29,8.1,87,93.1,0,0,336.8,61,34.34,6.22,33.13,Bowler
A R McBrine*,odi,Ireland,96,0,15,920,79,18.4,1287,71.48,0,2,746.8,91,37.59,4.58,49.24,All-Rounder
W K McCallan,odi,Ireland,39,0,10,361,50,20.06,419,86.16,0,1,300.7,39,30.97,4.02,46.26,Bowler
R D McCann,odi,Ireland,8,0,1,44,18,11.0,77,57.14,0,0,0.0,0,11.0,0.0,0.0,Batsman
B J McCarthy*,odi,Ireland,48,0,7,220,41,9.17,357,61.62,0,0,400.8,81,29.21,5.9,29.69,Bowler
J A McCollum*,odi,Ireland,10,0,0,188,73,18.8,280,67.14,0,2,0.0,0,18.8,0.0,0.0,Batsman
J F Mooney,odi,Ireland,64,0,14,963,96,23.49,1215,79.26,0,3,299.5,48,34.06,5.46,37.44,Batsman
T J Murtagh,odi,Ireland,58,0,12,188,23,7.83,298,63.09,0,0,503.3,74,30.95,4.55,40.81,Bowler
K J O'Brien,odi,Ireland,153,0,18,3619,142,29.42,4076,88.79,2,18,716.0,114,32.68,5.2,37.68,All-Rounder
N J O'Brien,odi,Ireland,103,0,9,2581,109,28.05,3638,70.95,1,18,0.0,0,28.05,0.0,0.0,Batsman
W T S Porterfield,odi,Ireland,148,0,3,4343,139,30.58,6298,68.96,11,20,0.0,0,30.58,0.0,0.0,Batsman
A D Poynter,odi,Ireland,19,0,3,255,78,19.62,412,61.89,0,2,0.0,0,19.62,0.0,0.0,Batsman
S W Poynter,odi,Ireland,21,0,5,185,36,13.21,278,66.55,0,0,0.0,0,13.21,0.0,0.0,Batsman
Simi Singh,odi,Ireland,35,0,4,593,100,22.81,815,72.76,1,1,253.2,39,25.92,3.99,38.95,Bowler
M C Sorensen,odi,Ireland,13,0,2,125,31,20.83,155,80.65,0,0,90.5,16,32.5,5.75,33.94,Bowler
P R Stirling*,odi,Ireland,170,0,3,6005,177,37.77,6864,87.49,14,32,406.8,43,45.16,4.77,56.77,Batsman
R Strydom,odi,Ireland,9,0,0,83,37,13.83,155,53.55,0,0,8.0,1,63.0,7.88,48.0,Batsman
H T Tector*,odi,Ireland,54,0,6,1992,140,46.33,2393,83.24,5,14,41.0,4,65.5,6.39,61.5,Batsman
S P Terry,odi,Ireland,5,0,0,32,16,6.4,67,47.76,0,0,0.0,0,6.4,0.0,0.0,Batsman
S R Thompson,odi,Ireland,20,0,1,228,39,16.29,251,90.84,0,0,93.2,12,40.83,5.26,46.58,Bowler
L J Tucker*,odi,Ireland,58,0,6,1054,85,25.1,1258,83.78,0,5,0.0,0,25.1,0.0,0.0,Batsman
A van der Merwe,odi,Ireland,9,0,2,15,8,3.75,25,60.0,0,0,72.0,11,29.36,4.49,39.27,Bowler
R M West,odi,Ireland,10,0,2,61,29,30.5,41,148.78,0,0,74.5,9,31.0,3.74,49.67,Bowler
A R White,odi,Ireland,61,0,3,776,79,18.05,1235,62.83,0,1,144.8,25,27.52,4.75,34.76,Batsman
G C Wilson,odi,Ireland,105,0,12,2072,113,23.82,2880,71.94,1,12,0.0,0,23.82,0.0,0.0,Batsman
C A Young*,odi,Ireland,48,0,15,166,40,13.83,189,87.83,0,0,383.3,81,25.85,5.46,28.4,Bowler
A C Agar*,test,Australia,5,0,1,195,98,32.5,351,55.56,0,1,167.7,9,52.0,2.79,111.78,Batsman
T M Alderman,test,Australia,41,0,22,203,26,6.55,742,27.36,0,0,1696.8,170,27.15,2.72,59.89,Bowler
T J E Andrews,test,Australia,16,0,1,592,94,26.91,0,0.0,0,4,26.0,1,116.0,4.46,156.0,Batsman
K A Archer,test,Australia,5,0,0,234,48,26.0,0,0.0,0,0,0.0,0,26.0,0.0,0.0,Batsman
R G Archer,test,Australia,19,0,1,713,128,24.59,0,0.0,1,2,596.0,48,27.46,2.21,74.5,Bowler
W W Armstrong,test,Australia,50,0,10,2863,159,38.69,0,0.0,6,8,1337.0,87,33.6,2.19,92.21,All-Rounder
C L Badcock,test,Australia,7,0,1,160,118,14.55,424,37.74,1,0,0.0,0,14.55,0.0,0.0,Batsman
G J Bailey,test,Australia,5,0,1,183,53,26.14,311,58.84,0,1,0.0,0,26.14,0.0,0.0,Batsman
C T Bancroft,test,Australia,10,0,1,446,82,26.24,1042,42.8,0,3,0.0,0,26.24,0.0,0.0,Batsman
A C Bannerman,test,Australia,28,0,2,1108,94,23.08,0,0.0,0,8,48.7,4,40.75,3.35,73.0,Batsman
W Bardsley,test,Australia,41,0,5,2469,193,40.48,0,0.0,6,14,0.0,0,40.48,0.0,0.0,Batsman
S G Barnes,test,Australia,13,0,2,1072,234,63.06,0,0.0,3,5,99.0,4,54.5,2.2,148.5,Batsman
R Benaud,test,Australia,63,0,7,2201,122,24.46,0,0.0,3,9,3184.7,248,27.03,2.11,77.05,All-Rounder
M G Bevan,test,Australia,18,0,3,785,91,29.07,1972,39.81,0,6,214.2,29,24.24,3.28,44.31,Batsman
A J Bichel,test,Australia,19,0,1,355,71,16.9,552,64.31,0,1,556.0,58,32.24,3.36,57.52,Bowler
J M Bird,test,Australia,9,0,6,43,19,14.33,141,30.5,0,0,322.3,34,30.65,3.23,56.88,Bowler
J M Blackham,test,Australia,35,0,11,800,74,15.69,0,0.0,0,4,0.0,0,15.69,0.0,0.0,Batsman
G S Blewett,test,Australia,46,0,4,2552,214,34.03,6184,41.27,4,15,239.3,14,51.43,3.01,102.57,Batsman
S M Boland*,test,Australia,19,0,9,125,21,8.33,393,31.81,0,0,531.8,82,18.59,2.87,38.91,Bowler
D E Bollinger,test,Australia,12,0,7,54,21,7.71,159,33.96,0,0,400.2,50,25.92,3.24,48.02,Bowler
G J Bonnor,test,Australia,17,0,0,512,128,17.07,0,0.0,1,2,27.3,2,42.0,3.07,82.0,Batsman
D C Boon,test,Australia,107,0,20,7422,200,43.66,18116,40.97,21,32,6.0,0,0.0,2.33,0.0,Batsman
B C Booth,test,Australia,29,0,6,1773,169,42.21,0,0.0,5,10,72.7,3,48.67,2.01,145.33,Batsman
A R Border,test,Australia,156,0,44,11174,205,50.56,27269,40.98,27,63,668.2,39,39.1,2.28,102.79,Batsman
H F Boyle,test,Australia,12,0,4,153,36,12.75,0,0.0,0,0,290.7,32,20.03,2.21,54.5,Bowler
N W Bracken,test,Australia,5,0,2,70,37,17.5,112,62.5,0,0,185.0,12,42.08,2.73,92.5,Bowler
D G Bradman,test,Australia,52,0,10,6996,334,99.94,0,0.0,29,13,26.7,2,36.0,2.7,80.0,Batsman
R J Bright,test,Australia,25,0,8,445,33,14.35,1390,32.01,0,0,923.5,53,41.13,2.36,104.55,Bowler
W A Brown,test,Australia,22,0,1,1592,206,46.82,0,0.0,4,9,0.0,0,46.82,0.0,0.0,Batsman
W Bruce,test,Australia,14,0,2,702,80,29.25,0,0.0,0,5,164.0,12,36.67,2.68,82.0,Batsman
P J P Burge,test,Australia,42,0,8,2290,181,38.17,0,0.0,4,12,0.0,0,38.17,0.0,0.0,Batsman
J W Burke,test,Australia,24,0,7,1280,189,34.59,0,0.0,3,5,135.7,8,28.75,1.7,101.75,Batsman
J A Burns*,test,Australia,23,0,1,1442,180,36.97,2557,56.39,4,7,0.0,0,36.97,0.0,0.0,Batsman
A T Carey*,test,Australia,48,0,8,2333,156,35.89,3581,65.15,3,13,0.0,0,35.89,0.0,0.0,Batsman
W Carkeek,test,Australia,6,0,2,16,6,5.33,0,0.0,0,0,0.0,0,5.33,0.0,0.0,Batsman
H Carter,test,Australia,28,0,9,873,72,22.97,0,0.0,0,4,0.0,0,22.97,0.0,0.0,Batsman
G S Chappell,test,Australia,87,0,19,7110,247,53.86,0,0.0,24,31,887.8,47,40.7,2.15,113.34,Batsman
I M Chappell,test,Australia,75,0,10,5345,196,42.42,0,0.0,14,26,478.8,20,65.8,2.75,143.65,Batsman
A G Chipperfield,test,Australia,14,0,3,552,109,32.47,0,0.0,1,2,154.0,5,87.4,2.84,184.8,Batsman
S R Clark,test,Australia,24,0,7,248,39,13.05,354,70.06,0,0,857.7,94,23.86,2.62,54.74,Bowler
W M Clark,test,Australia,10,0,2,98,33,5.76,0,0.0,0,0,465.5,44,28.75,2.72,63.48,Bowler
M J Clarke,test,Australia,115,0,22,8643,329,49.11,15456,55.92,28,27,405.8,31,38.19,2.92,78.55,Batsman
H L Collins,test,Australia,19,0,1,1352,203,45.07,0,0.0,4,6,109.0,4,63.0,2.31,163.5,Batsman
A N Connolly,test,Australia,29,0,20,260,37,10.4,0,0.0,0,0,1303.0,102,29.23,2.29,76.65,Bowler
G E Corling,test,Australia,5,0,1,5,3,1.67,0,0.0,0,0,193.2,12,37.25,2.31,96.58,Bowler
G J Cosier,test,Australia,18,0,1,897,168,28.94,0,0.0,2,3,149.8,5,68.2,2.28,179.8,Batsman
A Cotter,test,Australia,21,0,2,457,45,13.06,0,0.0,0,0,772.2,89,28.64,3.3,52.06,Bowler
E J M Cowan,test,Australia,18,0,0,1001,136,31.28,2425,41.28,1,6,0.0,0,31.28,0.0,0.0,Batsman
R M Cowper,test,Australia,27,0,2,2061,307,46.84,0,0.0,5,10,500.8,36,31.64,2.27,83.47,Batsman
I D Craig,test,Australia,11,0,0,358,53,19.89,0,0.0,0,2,0.0,0,19.89,0.0,0.0,Batsman
P J Cummins*,test,Australia,72,0,13,1567,64,16.67,3312,47.31,0,3,2398.5,315,22.05,2.9,45.69,All-Rounder
J Darling,test,Australia,34,0,2,1657,178,28.57,0,0.0,3,8,0.0,0,28.57,0.0,0.0,Batsman
L S Darling,test,Australia,12,0,1,474,85,27.88,0,0.0,0,3,27.0,0,0.0,2.41,0.0,Batsman
W M Darling,test,Australia,14,0,1,697,91,26.81,0,0.0,0,6,0.0,0,26.81,0.0,0.0,Batsman
A K Davidson,test,Australia,44,0,7,1328,80,24.59,0,0.0,0,5,1931.2,186,20.53,1.98,62.3,All-Rounder
I C Davis,test,Australia,15,0,1,692,105,26.62,1581,43.77,1,4,0.0,0,26.62,0.0,0.0,Batsman
A I C Dodemaide,test,Australia,10,0,6,202,50,22.44,851,23.74,0,1,364.0,34,28.03,2.62,64.24,Bowler
H Donnan,test,Australia,5,0,1,75,15,8.33,0,0.0,0,0,9.0,0,0.0,2.44,0.0,Batsman
R A Duff,test,Australia,22,0,3,1317,146,35.59,0,0.0,2,6,30.0,4,21.25,2.83,45.0,Batsman
G C Dyer,test,Australia,6,0,0,131,60,21.83,307,42.67,0,1,0.0,0,21.83,0.0,0.0,Batsman
G Dymock,test,Australia,21,0,7,236,31,9.44,805,29.32,0,0,924.2,78,27.13,2.29,71.09,Bowler
J Dyson,test,Australia,30,0,7,1359,127,26.65,4099,33.15,2,5,0.0,0,26.65,0.0,0.0,Batsman
R Edwards,test,Australia,20,0,3,1171,170,40.38,0,0.0,2,9,2.0,0,0.0,10.0,0.0,Batsman
M T G Elliott,test,Australia,21,0,1,1172,199,33.49,2637,44.44,3,4,2.0,0,0.0,2.0,0.0,Batsman
E Evans,test,Australia,6,0,2,82,33,10.25,0,0.0,0,0,207.8,7,47.43,1.6,178.14,Bowler
A G Fairfax,test,Australia,10,0,4,410,65,51.25,0,0.0,0,4,253.3,21,30.71,2.55,72.38,Bowler
L E Favell,test,Australia,19,0,3,757,101,27.04,0,0.0,1,5,0.0,0,27.04,0.0,0.0,Batsman
J J Ferris,test,Australia,8,0,4,98,20,8.17,0,0.0,0,0,338.3,48,14.25,2.02,42.29,Bowler
A J Finch,test,Australia,5,0,0,278,62,27.8,618,44.98,0,2,2.0,0,0.0,4.0,0.0,Batsman
J H Fingleton,test,Australia,18,0,1,1189,136,42.46,0,0.0,5,3,0.0,0,42.46,0.0,0.0,Batsman
L O Fleetwood-Smith,test,Australia,10,0,5,54,16,9.0,0,0.0,0,0,515.5,42,37.38,3.05,73.64,Bowler
